| Albania                     | Tirana                 |
| Italy                       | Milan                      |
| Italy                       | Naples                     |
| Italy                       | Olbia                      |
| Italy                       | Palermo                    |
| Italy                       | Pantelleria                |
| Italy                       | Perugia                    |
| Italy                       | Pescara                    |
| Italy                       | Pisa                       |
| Italy                       | Reggio Calabria            |
| Italy                       | Rome                       |
| Italy                       | Trieste                    |
| Italy                       | Turin                      |
| Italy                       | Venice                     |
| Italy                       | Verona                     |
| Jersey                      | Saint Helier               |
| Jordan                      | Amman                      |
| Kazakhstan                  | Aktau                      |
| Kazakhstan                  | Aktobe                     |
| Kazakhstan                  | Almaty                     |
| Kazakhstan                  | Astana                     |
| Kazakhstan                  | Atyrau                     |
| Kazakhstan                  | Karaganda                  |
| Kazakhstan                  | Kostanay                   |
| Kazakhstan                  | Kyzylorda                  |
| Kazakhstan                  | Oskemen                    |
| Kazakhstan                  | Pavlodar                   |
| Kazakhstan                  | Petropavl                  |
| Kazakhstan                  | Semey                      |
| Kazakhstan                  | Shymkent                   |
| Kosovo                      | Pristina                   |
| Kuwait                      | Kuwait City                |
| Kyrgyzstan                  | Bishkek                    |
| Latvia                      | Riga                       |
| Lebanon                     | Beirut                     |
| Lithuania                   | Kaunas                     |
| Lithuania                   | Vilnius                    |
| Luxembourg                  | Luxembourg                 |
| Malta                       | Malta                      |
| Moldova                     | Chișinău                   |
| Montenegro                  | Podgorica                  |
| Montenegro                  | Tivat                      |
| Morocco                     | Casablanca                 |
| Morocco                     | Fes                        |
| Morocco                     | Marrakesh                  |
| Morocco                     | Nador                      |
| Morocco                     | Oujda                      |
| Morocco                     | Tangier                    |
| Netherlands                 | Amsterdam                  |
| Netherlands                 | Eindhoven                  |
| Netherlands                 | Rotterdam                  |
| Norway                      | Alta                       |
| Norway                      | Andenes                    |
| Norway                      | Bergen                     |
| Norway                      | Bodø                       |
| Norway                      | Hammerfest                 |
| Norway                      | Haugesund                  |
| Norway                      | Kirkenes                   |
| Norway                      | Kristiansand               |
| Norway                      | Leknes                     |
| Norway                      | Mo i Rana                  |
| Norway                      | Narvik                     |
| Norway                      | Oslo                       |
| Norway                      | Stavanger                  |
| Norway                      | Stokmarknes                |
| Norway                      | Svolvær                    |
| Norway                      | Tromsø                     |
| Norway                      | Trondheim                  |
| Norway                      | Ålesund                    |
| Poland                      | Gdańsk                     |
| Poland                      | Katowice                   |
| Poland                      | Kraków                     |
| Poland                      | Lublin                     |
| Poland                      | Poznań                     |
| Poland                      | Warsaw                     |
| Poland                      | Wrocław                    |
| Portugal                    | Faro                       |
| Portugal                    | Funchal                    |
| Portugal                    | Horta, Azores              |
| Portugal                    | Lisbon                     |
| Portugal                    | Pico Island                |
| Portugal                    | Ponta Delgada              |
| Portugal                    | Porto                      |
| Portugal                    | Santa Maria Island         |
| Portugal                    | Terceira Island            |
| Portugal                    | Vila Baleira               |
| Republic of North Macedonia | Skopje                     |
| Romania                     | Brasov                     |
| Romania                     | Bucharest                  |
| Romania                     | Cluj-Napoca                |
| Romania                     | Iași                       |
| Romania                     | Sibiu                      |
| Romania                     | Timișoara                  |
| Serbia                      | Belgrade                   |
| Serbia                      | Niš                        |
| Slovakia                    | Bratislava                 |
| Slovenia                    | Ljubljana                  |
| Spain                       | A Coruña                   |
| Spain                       | Alicante                   |
| Spain                       | Almería                    |
| Spain                       | Asturias                   |
| Spain                       | Barcelona                  |
| Spain                       | Bilbao                     |
| Spain                       | Fuerteventura              |
| Spain                       | Granada                    |
| Spain                       | Ibiza                      |
| Spain                       | Jerez de la Frontera       |
| Spain                       | Lanzarote                  |
| Spain                       | Las Palmas                 |
| Spain                       | Madrid                     |
| Spain                       | Melilla                    |
| Spain                       | Menorca                    |
| Spain                       | Málaga                     |
| Spain                       | Palma, Majorca             |
| Spain                       | San Sebastián de La Gomera |
| Spain                       | Santa Cruz de La Palma     |
| Spain                       | Santiago de Compostela     |
| Spain                       | Seville                    |
| Spain                       | Tenerife                   |
| Spain                       | Valencia                   |
| Spain                       | Valverde                   |
| Spain                       | Vigo                       |
| Spain                       | Zaragoza                   |
| Svalbard & Jan Mayen        | Longyearbyen               |
| Sweden                      | Gothenburg                 |
| Sweden                      | Kiruna                     |
| Sweden                      | Luleå                      |
| Sweden                      | Malmö                      |
| Sweden                      | Stockholm                  |
| Sweden                      | Umeå                       |
| Switzerland                 | Basel                      |
| Switzerland                 | Geneva                     |
| Switzerland                 | Zürich                     |
| Tunisia                     | Djerba                     |
| Tunisia                     | Monastir                   |
| Tunisia                     | Tunis                      |
| Turkey                      | Adana                      |
| Turkey                      | Ankara                     |
| Turkey                      | Antalya                    |
| Turkey                      | Bodrum                     |
| Turkey                      | Dalaman                    |
| Turkey                      | Diyarbakır                 |
| Turkey                      | Erzurum                    |
| Turkey                      | Gaziantep                  |
| Turkey                      | Giresun                    |
| Turkey                      | Istanbul                   |
| Turkey                      | Kars                       |
| Turkey                      | Kayseri                    |
| Turkey                      | Konya                      |
| Turkey                      | Mardin                     |
| Turkey                      | Nevşehir                   |
| Turkey                      | Rize                       |
| Turkey                      | Samsun                     |
| Turkey                      | Trabzon                    |
| Turkey                      | Van                        |
| Turkey                      | İzmir                      |
| Turkey                      | Şanlıurfa                  |
| United Kingdom              | Aberdeen                   |
| United Kingdom              | Belfast                    |
| United Kingdom              | Birmingham                 |
| United Kingdom              | Bristol                    |
| United Kingdom              | Cardiff                    |
| United Kingdom              | Edinburgh                  |
| United Kingdom              | Exeter                     |
| United Kingdom              | Glasgow                    |
| United Kingdom              | Inverness                  |
| United Kingdom              | Leeds                      |
| United Kingdom              | Liverpool                  |
| United Kingdom              | London                     |
| United Kingdom              | Manchester                 |
| United Kingdom              | Newcastle upon Tyne        |
| United Kingdom              | Newquay                    |
| United Kingdom              | Nottingham                 |
| United Kingdom              | Southampton                |
| United Kingdom              | Wick                       |
| Unknown Region              | Northern Cyprus            |
| Uzbekistan                  | Tashkent                   |
